,Price,Age,KM,HP,Doors,Gears,Weight
468,10900,50,65471,97,5,5,1060
469,9750,56,65400,97,3,5,1025
470,9950,52,65170,97,3,5,1025
471,11950,56,65000,110,5,5,1075
472,10450,48,64193,110,3,5,1040
473,8950,54,64000,97,3,5,1025
474,10250,54,63792,110,5,5,1075
475,9930,53,63635,110,4,5,1035
476,10500,54,63135,110,3,5,1050
477,11950,54,63123,110,4,5,1035
478,11500,48,63000,69,5,5,1140
479,11500,55,63000,110,4,5,1035
480,11450,54,62987,110,5,5,1080
481,9900,56,62751,110,3,5,1050
482,9500,54,62519,97,3,5,1025
483,10500,50,62280,97,5,5,1060
484,10750,50,61672,110,5,5,1075
485,8950,54,61000,69,5,5,1140
486,12000,56,61000,110,3,5,1050
487,9940,53,60558,110,4,5,1105
488,10950,47,60348,110,4,5,1030
489,10750,54,60239,110,5,5,1075
490,9799,51,59000,97,3,5,1025
491,11750,51,58761,97,5,5,1060
492,11950,54,58745,110,4,5,1035
493,11250,52,58596,110,3,5,1045
494,11750,54,58530,110,5,5,1075
495,10950,55,58377,110,3,5,1050
496,11250,56,58142,110,5,5,1080
497,9950,53,57948,97,3,5,1025
498,9700,51,57645,110,5,5,1080
499,11950,47,57500,110,4,5,1105
500,9900,53,57475,110,3,5,1040
501,9990,55,56743,110,3,5,1045
502,9475,48,56675,97,3,5,1025
503,11500,54,55877,110,5,5,1075
504,11950,53,55500,110,4,5,1035
505,11500,55,54900,97,5,5,1060
506,10500,50,54465,110,5,5,1075
507,10900,46,53700,97,5,5,1060
508,11700,52,53561,97,5,5,1060
509,11900,51,53408,110,5,5,1080
510,13950,51,53268,110,5,5,1080
511,10950,49,53116,97,3,5,1025
512,10500,56,52448,97,3,5,1025
513,10750,55,52149,97,3,5,1085
514,11950,55,52141,110,5,5,1070
515,10000,56,52000,97,3,5,1025
516,10495,48,50967,97,5,5,1060
517,11450,50,50400,110,5,5,1080
518,9400,54,50000,97,3,5,1025
519,11950,51,50000,86,5,5,1045
520,9650,53,49969,110,5,5,1075
521,18950,49,49568,110,3,5,1105
522,11450,51,49473,110,3,5,1055
523,10250,52,49432,110,3,5,1050
524,11450,48,49417,110,3,5,1045
525,9950,54,49366,97,3,5,1025
526,10500,56,48731,110,3,5,1055
527,13750,54,48370,110,5,5,1080
528,9950,48,48071,97,3,5,1025
529,10250,54,47852,110,4,5,1030
530,10850,54,47768,110,3,5,1055
531,11895,52,47689,110,5,5,1075
532,12950,53,47451,110,3,5,1055
533,11950,50,47219,110,5,5,1080
534,10750,56,47211,110,5,5,1070
535,9550,54,46856,97,5,5,1060
536,10950,56,46500,86,5,5,1035
537,11750,52,46449,110,4,5,1035
538,10950,47,46391,110,5,5,1075
539,12450,54,46230,110,3,5,1055
540,10500,52,46029,110,4,5,1030
541,10900,50,46000,97,3,5,1025
542,12950,50,45900,110,5,5,1075
543,10950,47,45850,97,5,5,1060
544,12500,56,45336,110,5,5,1080
545,9950,55,44537,97,3,5,1025
546,10750,56,43700,86,3,5,1025
547,12500,48,43120,97,3,5,1030
548,10450,49,41710,110,3,5,1040
549,10750,52,41700,97,3,5,1025
550,12950,49,41636,110,5,5,1105
551,10995,50,41273,97,5,5,1060
552,11950,49,40836,110,3,5,1075
553,11250,50,40400,97,5,5,1060
554,11950,47,40361,110,5,5,1090
555,13750,54,40325,86,5,5,1045
556,11000,47,40000,110,5,5,1080
557,13500,50,39706,110,5,5,1080
558,10950,54,39291,110,3,5,1040
559,10750,54,39000,97,3,5,1025
560,8950,47,38900,97,3,5,1025
561,12950,51,38403,110,3,5,1055
562,9750,56,37461,97,3,5,1025
563,10900,54,37000,97,3,5,1025
564,10995,55,36406,110,4,5,1035
565,10750,48,36005,97,5,5,1065
566,10950,52,36000,110,5,5,1075
567,13000,49,36000,110,5,5,1080
568,12950,45,36000,110,3,5,1070
569,11500,52,35823,110,5,5,1075
570,10950,56,35230,97,3,5,1025
571,11710,48,35142,110,3,5,1055
572,9980,49,34890,97,3,5,1025
573,12250,51,34882,110,5,5,1075
574,11500,46,34000,110,5,5,1075
575,11950,56,33998,110,5,5,1080
576,11500,55,33230,110,3,5,1050
577,11900,46,33021,110,5,5,1080
578,11930,49,31999,97,3,5,1030
579,10500,52,31579,97,3,5,1025
580,8950,56,31000,97,3,5,1025
581,10450,46,30806,97,5,5,1060
582,10500,55,30461,86,5,5,1050
583,12950,50,29686,110,3,5,1075
584,9950,55,29650,86,3,6,1025
585,12900,52,29500,110,3,5,1055
586,9950,48,28656,97,3,5,1085
587,9950,55,27500,97,3,5,1025
588,10950,48,26938,110,3,5,1040
589,10950,53,26624,97,5,5,1060
590,9950,47,26221,97,3,5,1025
591,10950,50,22648,97,5,5,1060
592,10800,50,22500,97,3,5,1025
593,10500,56,19313,97,3,5,1025
594,10450,50,17619,110,4,5,1030
595,10600,51,17069,97,3,5,1025
596,10450,48,15000,97,3,5,1025
597,12950,50,10210,97,5,5,1065
598,11250,47,5309,110,3,5,1070
599,7500,50,1,90,3,5,1260
600,8950,52,31000,97,3,5,1025
601,6950,58,205000,72,4,5,1100
602,7900,68,204250,72,3,5,1115
603,5950,68,194545,86,4,5,1000
604,7500,59,190900,72,3,5,1115
605,7500,62,183500,72,5,5,1140
606,6900,65,176184,72,3,5,1115
607,5751,67,174833,72,4,5,1100
608,6950,68,155720,86,3,5,1015
609,7950,67,155500,110,5,5,1050
610,7750,59,154783,72,3,5,1120
611,7950,64,154462,72,5,5,1135
612,8250,64,150585,110,3,6,1065
613,6250,67,149000,90,5,5,1135
614,9500,62,147636,72,5,5,1135
615,6900,59,144521,72,5,5,1135
616,8450,64,144000,110,3,6,1065
617,7350,65,140168,72,3,5,1115
618,8950,68,140000,110,5,5,1085
619,6900,60,139800,72,3,5,1115
620,8950,59,137050,110,3,5,1078
621,8750,61,136956,110,3,6,1065
622,7950,67,135337,110,5,5,1120
623,8950,64,133769,72,3,5,1120
624,8950,58,133405,72,5,5,1135
625,8950,65,132807,72,5,5,1135
626,7950,64,132393,72,5,5,1135
627,7750,60,130270,110,3,5,1050
628,7500,59,130000,72,4,5,1135
629,8950,67,127000,72,5,5,1135
630,9800,67,126800,72,5,5,1135
631,9450,66,126452,110,5,5,1085
632,8950,62,125175,116,5,5,1150
633,8750,68,125000,72,3,5,1115
634,10500,61,123000,72,5,5,1135
635,7995,59,121626,86,5,5,1050
636,10450,64,120400,110,5,5,1090
637,9950,66,120000,72,4,5,1100
638,9950,68,119541,110,3,5,1055
639,8950,68,119500,110,5,5,1070
640,7950,68,119289,110,4,5,1035
641,10950,57,118833,110,3,6,1065
642,9950,64,118000,72,5,5,1150
643,8600,68,117955,110,4,5,1065
644,7250,65,117609,86,3,5,1015
645,6950,68,117000,72,3,5,1115
646,8000,64,116000,86,5,5,1045
647,9950,58,115715,110,5,5,1070
648,9450,60,115191,110,4,5,1079
649,7950,68,115071,110,3,5,1055
650,9450,63,115000,110,3,5,1109
651,9950,64,114846,110,5,5,1075
652,6950,65,114383,90,3,5,1260
653,8250,59,113700,110,5,5,1065
654,9950,67,113118,86,3,5,1020
655,8250,59,112827,86,5,5,1040
656,9950,68,112116,110,5,5,1070
657,10500,66,112000,110,3,6,1065
658,7950,62,112000,72,4,5,1135
659,9750,65,111769,110,3,6,1065
660,9250,61,110853,110,5,5,1070
661,9500,68,110287,110,3,5,1050
662,9950,62,109547,110,5,5,1075
663,7750,63,109230,110,3,5,1050
664,9500,68,109150,110,5,5,1075
665,9950,67,108793,110,4,5,1035
666,9750,64,106784,110,3,5,1050
667,9750,58,105942,86,5,5,1040
668,5950,59,105000,86,3,5,1015
669,8500,62,105000,86,5,5,1040
670,8495,68,104299,110,5,5,1085
671,9250,67,104000,86,3,5,1020
672,6900,68,104000,86,3,5,1015
673,8950,58,103458,86,3,5,1025
674,9500,63,103400,110,5,5,1075
675,9250,63,102807,86,5,5,1055
676,9895,68,102494,110,5,5,1090
677,9950,57,102300,72,5,5,1135
678,7950,61,102106,110,3,5,1050
679,8750,68,101889,110,5,5,1075
680,8250,57,101791,72,3,5,1115
681,8950,63,101469,110,3,6,1065
682,8950,68,101001,110,5,5,1075
683,8950,61,100748,110,5,5,1070
684,8950,65,100550,110,5,5,1075
685,9450,67,99781,110,5,5,1085
686,8950,59,98658,86,3,5,1020
687,9250,65,98500,110,5,5,1075
688,8750,64,98291,86,4,5,1000
689,9950,61,97648,110,3,6,1065
690,9950,61,97425,110,5,5,1075
691,9900,65,97173,86,3,5,1015
692,8950,66,97046,86,4,5,1000
693,8950,67,96000,110,3,5,1050
694,12250,60,96000,72,4,5,1100
695,9250,67,95750,110,5,5,1070
696,10250,61,95147,110,3,5,1050
697,8950,68,95000,110,3,5,1050
698,7999,65,95000,110,3,5,1050
699,9900,66,94606,110,3,5,1065
700,8250,63,94504,86,4,5,1000
701,10500,65,93428,110,5,5,1075
702,8450,65,93408,86,3,5,1015
703,9900,68,93296,110,5,5,1090
704,10500,62,93098,110,5,5,1075
705,8500,67,92922,72,4,5,1100
706,9500,61,92498,110,3,5,1050
707,9450,65,92226,110,3,6,1065
708,9900,68,91505,72,3,5,1115
709,8250,64,91333,110,3,5,1050
710,8750,65,91246,86,3,5,1015
711,9500,58,91000,110,5,5,1075
712,8450,68,90727,110,3,5,1050
713,8490,62,90000,110,3,5,1050
714,8750,60,89576,110,4,5,1035
715,9750,64,89145,86,3,5,1025
716,9950,63,89000,110,5,5,1085
717,8500,68,88807,110,3,5,1050
718,8450,63,88685,110,5,5,1070
719,7900,62,88667,110,4,5,1040
720,8750,57,88480,110,3,5,1050
721,7950,61,88127,86,3,5,1015
722,6900,62,88000,86,3,5,1020
723,8150,65,87821,86,3,5,1015
724,10995,59,87654,86,5,5,1065
725,8900,59,86888,110,3,5,1050
726,9500,59,86871,86,5,5,1040
727,8950,68,86714,110,4,5,1035
728,11500,65,85889,110,3,6,1065
729,10450,62,85000,110,3,5,1050
730,10500,60,85000,86,3,5,1025
731,9250,68,84976,110,4,5,1035
732,10950,65,84558,110,5,5,1120
733,10450,62,84549,110,5,5,1075
